provenance,needs_review,family,name_a,name_b,label,confidence,base_is,generic_is,yield_qty,yield_unit,co_harvestable,judge_reason
human-reviewed,AUTO,root_veg,"carrots, peeled and grated",medium carrots,DISTINCT,high,,,,,,reviewed 2026-09-01: a prep form cannot be generic over a whole vegetable; this row should have prep-collapsed to its base
arbiter-resolved,AUTO,root_veg,"carrots, peeled and grated",shredded carrots,SYNONYM,high,,,,,,Grated and shredded carrot are the same thing from the same purchase; both are settled synonyms of plain carrots.
human-reviewed,AUTO,root_veg,"carrots, peeled and sliced",large carrot,DISTINCT,high,,,,,,reviewed 2026-09-01: a prep form cannot be generic over a whole vegetable; this row should have prep-collapsed to its base
human-reviewed,AUTO,root_veg,"carrots, peeled and sliced",medium carrots,DISTINCT,high,,,,,,reviewed 2026-09-01: a prep form cannot be generic over a whole vegetable; this row should have prep-collapsed to its base
arbiter-resolved,AUTO,root_veg,"carrots, peeled and sliced",shredded carrots,SYNONYM,medium,,,,,,"Both are plain carrots cut differently at home; each is a settled synonym of 'carrots', so one purchase covers either."
ai-judged,AUTO,root_veg,carrots,"carrots, peeled and cut into 1-inch pieces",SYNONYM,high,,,,,,"Peeling and cutting transforms the carrots; nothing meaningful is discarded, same purchase."
ai-judged,AUTO,root_veg,carrots,"carrots, peeled and grated",SYNONYM,high,,,,,,Grating is a transform of the same purchase; the whole carrot is still used.
ai-judged,AUTO,root_veg,carrots,"carrots, peeled and sliced",SYNONYM,high,,,,,,Slicing is a transform; the same carrots are used in a different shape.
ai-judged,AUTO,root_veg,carrots,frozen peas and carrots,DISTINCT,high,,,,,,A frozen mixed-vegetable bag is a separate purchase from fresh carrots.
ai-judged,AUTO,root_veg,carrots,frozen peas and carrots mix,DISTINCT,high,,,,,,"Frozen peas-and-carrots mix is its own product, not fresh carrots."
human-reviewed,AUTO,root_veg,carrots,large carrot,SUBSUMES,medium,,carrots,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
human-reviewed,AUTO,root_veg,carrots,medium carrots,SUBSUMES,medium,,carrots,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
arbiter-resolved,AUTO,root_veg,carrots,shredded carrots,SYNONYM,medium,,,,,,"Shredding is a transform of the carrots already bought, nothing discarded and nothing extra purchased — consistent with 'carrots' ~ 'carrots, peeled and grated' settled SYNONYM at high confidence."
arbiter-resolved,AUTO,root_veg,daikon radish,radishes,DISTINCT,medium,,,,,,In recipe usage bare 'radishes' means the small red globe radish; daikon is a separate vegetable sold separately and a shopper with one must buy the other.
ai-judged,AUTO,root_veg,dried sweet potato glass noodles (dangmyeon),sweet potatoes,DISTINCT,high,,,,,,"Dried starch noodles are a packaged pantry product, not a sweet potato."
arbiter-resolved,AUTO,root_veg,fresh ginger slices,ginger,SYNONYM,high,,,,,,The family settled 'fresh ginger' ~ 'fresh ginger slices' and 'fresh ginger' ~ 'ginger' as SYNONYM at high confidence; slicing is home prep of the same root.
ai-judged,AUTO,root_veg,fresh ginger,fresh ginger slices,SYNONYM,high,,,,,,"Same purchase, sliced; nothing discarded."
ai-judged,AUTO,root_veg,fresh ginger,ginger,SYNONYM,high,,,,,,In a fresh-produce context 'ginger' and 'fresh ginger' name the same root.
ai-judged,AUTO,root_veg,ginger,ginger-garlic paste,DISTINCT,high,,,,,,Ginger-garlic paste is a separate jarred product containing garlic as well.
ai-judged,AUTO,root_veg,ginger,pickled ginger,DISTINCT,high,,,,,,"Pickled ginger is a preserved packaged condiment, a second purchase."
ai-judged,AUTO,root_veg,ginger,pickled ginger (beni shoga),DISTINCT,high,,,,,,"Beni shoga is a jarred pickle, not fresh ginger root."
ai-judged,AUTO,root_veg,large carrot,medium carrots,DISTINCT,high,,,,,,Two specifics on the same size axis.
human-reviewed,AUTO,root_veg,large carrot,shredded carrots,DISTINCT,high,,,,,,"reviewed 2026-09-01: 'shredded carrots' is a PRE-SHREDDED BAG, a different purchase entirely — consistent with the run's own 'medium carrots ~ shredded carrots' DISTINCT"
human-reviewed,AUTO,root_veg,large russet potatoes,russet potatoes,SUBSUMES,medium,,russet potatoes,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
ai-judged,AUTO,root_veg,large sweet potatoes,red potatoes,DISTINCT,high,,,,,,Different vegetables entirely.
ai-judged,AUTO,root_veg,large sweet potatoes,small potato,DISTINCT,high,,,,,,Different vegetable and opposite size qualifiers.
ai-judged,AUTO,root_veg,large sweet potatoes,small red potatoes,DISTINCT,high,,,,,,Different vegetables; two purchases.
human-reviewed,AUTO,root_veg,large sweet potatoes,sweet potatoes,SUBSUMES,medium,,sweet potatoes,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
ai-judged,AUTO,root_veg,large sweet potatoes,yellow potatoes,DISTINCT,high,,,,,,Sweet potatoes and yellow potatoes are different vegetables.
human-reviewed,AUTO,root_veg,medium carrots,shredded carrots,DISTINCT,high,,,,,,"reviewed 2026-09-01: confirmed correct — 'shredded carrots' is a pre-shredded bag, a different purchase from whole carrots of any size"
ai-judged,AUTO,root_veg,pickled turnips,turnips,DISTINCT,high,,,,,,Pickled turnips are a jarred preserved product; fresh turnips are a separate buy.
arbiter-resolved,AUTO,root_veg,potato gnocchi,shelf-stable potato gnocchi,SUBSUMES,medium,,potato gnocchi,,,,"'potato gnocchi' names the food without fixing format; shelf-stable vacuum packs, refrigerated and frozen gnocchi all satisfy it, and the shelf-stable pack is one of those kinds. First name is the generic."
ai-judged,AUTO,root_veg,radishes,sliced radishes,SYNONYM,high,,,,,,Slicing transforms the radishes you bought; nothing is discarded.
ai-judged,AUTO,root_veg,radishes,thinly sliced radish,SYNONYM,high,,,,,,Thin slicing is a prep transform of the same purchase.
human-reviewed,AUTO,root_veg,red beets,small beet,DISTINCT,high,,,,,,"reviewed 2026-09-01: direction was inverted: 'red beets' is colour-specified while 'small beet' is colour-unspecified, so neither is generic over the other"
arbiter-resolved,AUTO,root_veg,red potatoes,small potato,DISTINCT,medium,,,,,,"'red potatoes' is qualified on variety and 'small potato' on size — two different axes, neither containing the other, exactly the 'large bell peppers ~ red bell pepper' case."
human-reviewed,AUTO,root_veg,red potatoes,small red potatoes,SUBSUMES,medium,,red potatoes,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
ai-judged,AUTO,root_veg,red potatoes,sweet potatoes,DISTINCT,high,,,,,,Two different vegetables.
ai-judged,AUTO,root_veg,red potatoes,yellow potatoes,DISTINCT,high,,,,,,Two specific potato varieties; two separate purchases.
human-reviewed,AUTO,root_veg,sliced radishes,thinly sliced radish,SYNONYM,high,,,,,,reviewed 2026-09-01: confirmed correct — both are prep of the same radish. ⚠️ Both SHOULD have prep-collapsed to 'radish' and did not: the prefix form falls outside the comma-suffix rule
human-reviewed,AUTO,root_veg,small potato,small red potatoes,SUBSUMES,medium,,small potato,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
ai-judged,AUTO,root_veg,small potato,sweet potatoes,DISTINCT,high,,,,,,Sweet potatoes are a different vegetable from small white potatoes.
arbiter-resolved,AUTO,root_veg,small potato,yellow potatoes,DISTINCT,medium,,,,,,Size axis versus variety axis; neither name covers the other and a shopper needing one is not guaranteed the other.
ai-judged,AUTO,root_veg,small red potatoes,sweet potatoes,DISTINCT,high,,,,,,Different vegetables entirely.
ai-judged,AUTO,root_veg,small red potatoes,yellow potatoes,DISTINCT,high,,,,,,Red versus yellow varieties; two purchases.
ai-judged,AUTO,root_veg,sweet potatoes,yellow potatoes,DISTINCT,high,,,,,,Sweet potatoes and yellow potatoes are different vegetables.
arbiter-resolved,AUTO,root_veg,waxy potatoes,waxy yellow potatoes,SUBSUMES,medium,,waxy potatoes,,,,"'waxy potatoes' fixes texture and leaves colour/variety open (red, white, yellow all qualify); 'waxy yellow potatoes' fixes both. First name is the generic."
arbiter-resolved,AUTO,root_veg,waxy yellow potatoes,yellow potatoes,SUBSUMES,low,,yellow potatoes,,,,"'yellow potatoes' fixes only colour/variety while 'waxy yellow potatoes' adds a texture requirement, so the second is the broader name. Borderline, because commercially sold yellow potatoes are essentially all waxy/all-purpose, which pushes toward synonymy."
arbiter-resolved,AUTO,root_veg,"yukon gold potatoes, cut into 1½-inch chunks","yukon gold potatoes, cut into chunks",SYNONYM,high,,,,,,Both are settled synonyms of 'yukon gold potatoes' in this family; the stated chunk dimension is a knife-work detail on the same purchase.
ai-judged,AUTO,root_veg,yukon gold potatoes,"yukon gold potatoes, cut into 1½-inch chunks",SYNONYM,high,,,,,,Cutting into chunks transforms the potatoes; nothing is discarded.
ai-judged,AUTO,root_veg,yukon gold potatoes,"yukon gold potatoes, cut into chunks",SYNONYM,high,,,,,,Chunking is a transform of the same purchase.
arbiter-resolved,AUTO,saffron,saffron,saffron threads,SYNONYM,high,,,,,,"Saffron is sold at retail essentially only as the dried stigmas, i.e. threads; the bare name denotes that default form, and any other form (ground/powdered saffron) is always named explicitly. A shopper handed either name buys the same jar or packet, so this is one purchase under two names rather than a generic/specific split."
arbiter-resolved,AUTO,salsa verde,jarred salsa verde,salsa verde,SUBSUMES,medium,,salsa verde,,,,"""Salsa verde"" is the open, unqualified name for the green sauce and does not fix a format — it can be jarred, refrigerated fresh, or homemade. ""Jarred salsa verde"" pins the packaging axis and is one specific way of satisfying it. A shopper who needs salsa verde is satisfied by the jar; one who specifically needs the shelf-stable jarred product is not satisfied by a fresh tub or homemade batch. This is not a case where the bare name denotes a standard default variety distinct from its qualified siblings — the qualified formats exhaust the category — so the second name is the generic."
ai-judged,AUTO,salsa,chunky salsa,salsa,SUBSUMES,high,,salsa,,,,"""salsa"" is the bare generic; ""chunky salsa"" fixes texture. A shopper needing salsa is served by chunky salsa, not conversely. Second name is the generic."
arbiter-resolved,AUTO,salsa,fresh salsa,fresh tomato salsa,SUBSUMES,medium,,fresh salsa,,,,"Within the fresh tier, ""fresh salsa"" leaves the base ingredient open (tomato, tomatillo, fruit) while ""fresh tomato salsa"" fixes it. Subsumption within a tier survives; the first name is the generic. Consistent with the family's treatment of bare vs. style-qualified salsa names."
ai-judged,AUTO,salsa,fresh salsa,jarred salsa,DISTINCT,high,,,,,,Refrigerated fresh salsa and shelf-stable jarred salsa are two different products on the same axis; neither covers the other.
ai-judged,AUTO,salsa,fresh salsa,jarred salsa (medium),DISTINCT,high,,,,,,"Fresh versus jarred, and the jarred one further fixes heat level. Two separate purchases."
arbiter-resolved,AUTO,salsa,fresh salsa,mild salsa,DISTINCT,high,,,,,,"""Fresh"" fixes the preservation/form axis (refrigerated pico-style) while ""mild"" fixes the heat axis. Qualified on different axes, so neither subsumes; matches ""jarred salsa (medium)"" ~ ""mild salsa"" => DISTINCT (high)."
ai-judged,AUTO,salsa,fresh salsa,salsa,SUBSUMES,high,,salsa,,,,"""salsa"" is the bare generic; ""fresh salsa"" is a specific kind. Second name is the generic."
ai-judged,AUTO,salsa,fresh tomato salsa,salsa,SUBSUMES,high,,salsa,,,,"""salsa"" is the bare generic; ""fresh tomato salsa"" is qualified on both freshness and base. Second name is the generic."
ai-judged,AUTO,salsa,jarred salsa (medium),mild salsa,DISTINCT,high,,,,,,Medium heat and mild heat are conflicting values on the same axis — two different jars.
human-reviewed,AUTO,salsa,jarred salsa (medium),salsa,SUBSUMES,high,,salsa,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
arbiter-resolved,AUTO,salsa,jarred salsa roja,salsa,SUBSUMES,high,,salsa,,,,"""Salsa"" is the bare generic used throughout this family as parent (see salsa ~ mild/jarred/fresh salsa, all SUBSUMES high). ""Jarred salsa roja"" fixes both packaging and red style, so the second name is the generic."
arbiter-resolved,AUTO,salsa,jarred salsa verde,salsa,SUBSUMES,high,,salsa,,,,"Same structure as the other jarred variants: ""salsa"" is the bare generic and ""jarred salsa verde"" is a specific packaged tomatillo-style product. Second name is the generic."
human-reviewed,AUTO,salsa,jarred salsa,jarred salsa (medium),SUBSUMES,high,,jarred salsa,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
arbiter-resolved,AUTO,salsa,jarred salsa,jarred salsa roja,SUBSUMES,high,,jarred salsa,,,,"Within the jarred tier, ""jarred salsa"" leaves the style open and ""roja"" fixes it — subsumption within a tier, exactly parallel to ""jarred salsa"" ~ ""jarred salsa (medium)"" => SUBSUMES (high). First name is the generic."
arbiter-resolved,AUTO,salsa,jarred salsa,jarred salsa verde,SUBSUMES,high,,jarred salsa,,,,"Within the jarred tier, ""jarred salsa"" is open on style and ""verde"" fixes it to tomatillo-based. First name is the generic, consistent with the other jarred sub-variants."
arbiter-resolved,AUTO,salsa,jarred salsa,mild salsa,DISTINCT,high,,,,,,"""Jarred"" fixes packaging, ""mild"" fixes heat level — independent axes, so neither name covers the other (a jar of medium salsa satisfies ""jarred salsa"" but not ""mild salsa""). Mirrors ""jarred salsa (medium)"" ~ ""mild salsa"" => DISTINCT (high)."
ai-judged,AUTO,salsa,jarred salsa,salsa,SUBSUMES,high,,salsa,,,,"""salsa"" is the bare generic; ""jarred salsa"" fixes the packaging axis. Second name is the generic."
ai-judged,AUTO,salsa,mild salsa,salsa,SUBSUMES,high,,salsa,,,,"""salsa"" is the bare generic; ""mild salsa"" fixes the heat axis. Second name is the generic."
arbiter-resolved,AUTO,salsa,salsa,salsa roja,SUBSUMES,medium,,salsa,,,,"""Salsa"" is treated throughout this family as the open generic (it also subsumes salsa verde), so a demand for salsa is met by salsa roja but not the reverse. First name is the generic. Medium only because red salsa is arguably the default reading of bare ""salsa""."
arbiter-resolved,AUTO,salsa,salsa,salsa verde,SUBSUMES,high,,salsa,,,,"""Salsa"" is the bare generic and ""salsa verde"" is a specific tomatillo-based style; a recipe calling for salsa verde is not satisfied by generic salsa. First name is the generic."
ai-judged,AUTO,salt,celery salt,salt,DISTINCT,high,,,,,,"Celery salt is a seasoning blend of ground celery seed and salt, sold as its own spice-aisle product. A shopper needing plain salt is not served by celery salt, and vice versa — two separate purchases."
arbiter-resolved,AUTO,salt,coarse kosher salt,kosher salt,SYNONYM,medium,,,,,,Kosher salt is by definition the coarse-grained crystal salt; 'coarse' is a redundant label used by brands (e.g. 'Morton Coarse Kosher Salt') rather than a distinguishing variety. Both names send the shopper to the same box.
arbiter-resolved,AUTO,salt,coarse kosher salt,salt,SUBSUMES,high,,salt,,,,Bare 'salt' in a recipe is a true generic (any salt satisfies it) rather than a named default product; coarse kosher salt is one specific kind. Satisfaction runs one way only. Generic is the second name.
arbiter-resolved,AUTO,salt,fine salt,fine sea salt,SUBSUMES,medium,,fine salt,,,,"'Fine salt' fixes only the grain axis and leaves the source open; fine sea salt fixes grain AND source, so it is one specific kind of fine salt and satisfies a call for it. Generic is the first name."
arbiter-resolved,AUTO,salt,fine salt,salt,SUBSUMES,high,,salt,,,,'Salt' is unspecified on every axis and is met by any salt; 'fine salt' fixes the grain size. Consistent with the rest of the family treating bare 'salt' as the generic. Generic is the second name.
ai-judged,AUTO,salt,fine sea salt,flaky sea salt,DISTINCT,high,,,,,,Two specifics on the same grain-size axis: fine crystals for dissolving versus flaky crystals for finishing. Grain size is the product; owning one does not give you the other.
arbiter-resolved,AUTO,salt,fine sea salt,salt,SUBSUMES,high,,salt,,,,Fine sea salt is a specific grain-and-source variety of the bare generic 'salt' and satisfies a call for plain salt; the reverse fails. Generic is the second name.
arbiter-resolved,AUTO,salt,flaky sea salt,salt,SUBSUMES,medium,,salt,,,,"Flaky sea salt is still a kind of the bare generic 'salt' and would serve where a recipe just says salt, while a call for flaky finishing salt is not met by any salt. Generic is the second name."
arbiter-resolved,AUTO,salt,hawaiian sea salt,salt,SUBSUMES,high,,salt,,,,Hawaiian sea salt is a specific origin variety of the bare generic 'salt'; it meets a demand for salt but not conversely. Generic is the second name.
arbiter-resolved,AUTO,salt,kosher salt,salt,SUBSUMES,high,,salt,,,,Bare 'salt' is the unqualified generic satisfied by any salt; kosher salt is one specific grain type of it. Generic is the second name.
arbiter-resolved,AUTO,salt,pickling salt,salt,SUBSUMES,medium,,salt,,,,"Pickling salt is a specific additive-free fine salt, one kind of the bare generic 'salt'; it satisfies a call for salt while a canning recipe naming it is not satisfied by any salt. Generic is the second name."
ai-judged,AUTO,sauce,chipotle hot sauce,hot sauce,SUBSUMES,high,,hot sauce,,,,"""hot sauce"" is the bare generic; ""chipotle hot sauce"" specifies the chile variety. A shopper needing generic hot sauce is served by the chipotle one, but not the reverse. Generic is the SECOND name."
ai-judged,AUTO,sauce,frank's redhot original hot sauce,hot sauce,SUBSUMES,high,,hot sauce,,,,"""hot sauce"" is the bare generic; Frank's RedHot Original is a specific branded hot sauce that satisfies a generic demand, while a recipe calling for Frank's specifically is not satisfied by just any hot sauce. Generic is the SECOND name."
arbiter-resolved,AUTO,sauerkraut,jarred sauerkraut,sauerkraut,SUBSUMES,medium,,sauerkraut,,,,"Sauerkraut has no single standard package — it is sold in jars, cans, vacuum bags and refrigerated tubs — so the bare name 'sauerkraut' is a true generic rather than a default variant. 'Jarred sauerkraut' fixes only the packaging axis and is therefore a specific kind of it: a recipe calling for sauerkraut is satisfied by the jarred product, but a recipe specifying jarred is not satisfied by a bag or can. Second name is the generic."
arbiter-resolved,AUTO,seafood,anchovy fillets,anchovy fillets in oil,SYNONYM,medium,,,,,,"Tinned/jarred anchovy fillets are oil-packed by default; 'in oil' merely names that standard pack, so one purchase serves both names (salt-packed anchovies are named explicitly when meant)."
arbiter-resolved,AUTO,seafood,bottled clam juice,chopped clams in juice,COMPONENT,medium,chopped clams in juice,,0.33,cup,true,"'Bottled clam juice' is just clam juice, and a can of chopped clams packed in juice supplies that juice from the one purchase; the clams remain usable after draining. Base is the second name (the can of clams)."
arbiter-resolved,AUTO,seafood,bottled clam juice,"chopped clams in juice, canned",COMPONENT,medium,"chopped clams in juice, canned",,0.33,cup,true,"Same as the uncanned wording: the can of chopped clams in juice yields the clam juice, and 'bottled' clam juice is the same substance. Base is the second name."
arbiter-resolved,AUTO,seafood,bottled clam juice,clam juice,SYNONYM,high,,,,,,"Clam juice is sold in bottles as its standard retail form; 'bottled clam juice' names the identical shelf item. This is the SYNONYM side of the flagged conflict and it stands — the clam-in-juice pairs are the COMPONENT side, which is a different base product."
arbiter-resolved,AUTO,seafood,canned albacore tuna in water,canned solid white albacore tuna in water,SUBSUMES,medium,,canned albacore tuna in water,,,,"Canned albacore in water is sold in both solid and chunk pack styles; 'solid white' fixes the pack style, so the bare name is the generic. Consistent with both names subsuming under 'canned tuna in water'."
ai-judged,AUTO,seafood,canned albacore tuna in water,canned tuna in water,SUBSUMES,high,,canned tuna in water,,,,'Canned tuna in water' is the bare generic; albacore is one specific species/grade of it.
ai-judged,AUTO,seafood,canned solid white albacore tuna in water,canned tuna in water,SUBSUMES,high,,canned tuna in water,,,,'Canned tuna in water' is generic; solid white albacore is a specific kind of canned water-packed tuna.
ai-judged,AUTO,seafood,canned solid white albacore tuna in water,solid white albacore tuna in water,SYNONYM,high,,,,,,Solid white albacore in water is a canned product by definition; the word 'canned' adds nothing.
ai-judged,AUTO,seafood,canned wild salmon,canned wild-caught salmon,SYNONYM,high,,,,,,'Wild' and 'wild-caught' label the same can of salmon.
arbiter-resolved,AUTO,seafood,"chopped clams in juice, canned",clam juice,COMPONENT,medium,"chopped clams in juice, canned",,0.33,cup,true,One can of chopped clams packed in juice yields the clam juice; drain it and the clams remain usable. Base is the first name.
ai-judged,AUTO,seafood,chopped clams in juice,"chopped clams in juice, canned",SYNONYM,high,,,,,,Chopped clams in juice are sold canned; the added word describes the same product.
arbiter-resolved,AUTO,seafood,chopped clams in juice,clam juice,COMPONENT,medium,chopped clams in juice,,0.33,cup,true,"The can of chopped clams in juice supplies the clam juice as well as the clams — one purchase, derived part. No conflict with bottled clam juice ~ clam juice, which is simply the same product under two names."
arbiter-resolved,AUTO,seafood,cod fillets,"cod fillets, skinless",SUBSUMES,medium,,cod fillets,,,,Cod fillets are sold both skin-on and skinless with neither being the assumed default; the bare name leaves the skin axis open and 'skinless' fixes it.
ai-judged,AUTO,seafood,dried shrimp,large shrimp,DISTINCT,high,,,,,,"Dried shrimp is a separate preserved pantry product, not interchangeable with fresh/frozen large shrimp."
ai-judged,AUTO,seafood,dried shrimp,"large shrimp, peeled and deveined",DISTINCT,high,,,,,,Dried shrimp and fresh peeled large shrimp are two different purchases.
ai-judged,AUTO,seafood,dried shrimp,medium shrimp,DISTINCT,high,,,,,,Dried shrimp is a preserved product; medium shrimp is fresh/frozen — separate purchases.
ai-judged,AUTO,seafood,dried shrimp,"raw shrimp, peeled and deveined, finely chopped",DISTINCT,high,,,,,,Dried shrimp cannot substitute for raw chopped shrimp; different product entirely.
ai-judged,AUTO,seafood,dried shrimp,shrimp,DISTINCT,high,,,,,,"Like fresh vs dried herbs, bare 'shrimp' means fresh/frozen shrimp and does not cover the dried pantry item."
arbiter-resolved,AUTO,seafood,fresh mussels,mussels,SYNONYM,medium,,,,,,Mussels are bought live/fresh in the shell by default; 'fresh mussels' names that same purchase rather than a narrower one (frozen or jarred mussels are always labelled as such).
human-reviewed,AUTO,seafood,"jumbo shrimp, peeled and deveined",shrimp,SUBSUMES,high,,shrimp,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
human-reviewed,AUTO,seafood,large shell-on shrimp (16/20 count),large shrimp,SUBSUMES,medium,,large shrimp,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
human-reviewed,AUTO,seafood,large shell-on shrimp (16/20 count),shrimp,SUBSUMES,high,,shrimp,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
human-reviewed,AUTO,seafood,"large shrimp, peeled and deveined (16/20 count)",shrimp,SUBSUMES,high,,shrimp,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
human-reviewed,AUTO,seafood,"large shrimp, peeled and deveined (21–25 count)",shrimp,SUBSUMES,high,,shrimp,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
human-reviewed,AUTO,seafood,"large shrimp, peeled and deveined (31–40 count)",shrimp,SUBSUMES,high,,shrimp,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
human-reviewed,AUTO,seafood,"large shrimp, peeled and deveined, tails on",shrimp,SUBSUMES,high,,shrimp,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
human-reviewed,AUTO,seafood,"large shrimp, peeled and deveined","large shrimp, peeled and deveined (16/20 count)",SUBSUMES,medium,,"large shrimp, peeled and deveined",,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
human-reviewed,AUTO,seafood,"large shrimp, peeled and deveined","large shrimp, peeled and deveined (21–25 count)",SUBSUMES,medium,,"large shrimp, peeled and deveined",,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
human-reviewed,AUTO,seafood,"large shrimp, peeled and deveined","large shrimp, peeled and deveined (31–40 count)",SUBSUMES,medium,,"large shrimp, peeled and deveined",,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
human-reviewed,AUTO,seafood,"large shrimp, peeled and deveined","large shrimp, peeled and deveined, tails on",SUBSUMES,medium,,"large shrimp, peeled and deveined",,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
ai-judged,AUTO,seafood,"large shrimp, peeled and deveined",medium shrimp,DISTINCT,high,,,,,,Large and medium are two different size grades — two separate purchases.
arbiter-resolved,AUTO,seafood,"large shrimp, peeled and deveined","raw shrimp, peeled and deveined, finely chopped",DISTINCT,medium,,,,,,"One name fixes size (large) and leaves state open; the other fixes state and cut (raw, finely chopped) and leaves size open — qualified on different axes, so neither covers the other."
human-reviewed,AUTO,seafood,"large shrimp, peeled and deveined",shrimp,SUBSUMES,high,,shrimp,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
human-reviewed,AUTO,seafood,large shrimp,"large shrimp, peeled and deveined",SUBSUMES,medium,,large shrimp,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
human-reviewed,AUTO,seafood,large shrimp,"large shrimp, peeled and deveined (16/20 count)",SUBSUMES,medium,,large shrimp,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
human-reviewed,AUTO,seafood,large shrimp,"large shrimp, peeled and deveined (21–25 count)",SUBSUMES,medium,,large shrimp,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
human-reviewed,AUTO,seafood,large shrimp,"large shrimp, peeled and deveined (31–40 count)",SUBSUMES,medium,,large shrimp,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
human-reviewed,AUTO,seafood,large shrimp,"large shrimp, peeled and deveined, tails on",SUBSUMES,medium,,large shrimp,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
ai-judged,AUTO,seafood,large shrimp,medium shrimp,DISTINCT,high,,,,,,Two specific size grades of shrimp; neither covers the other.
arbiter-resolved,AUTO,seafood,large shrimp,"raw shrimp, peeled and deveined, finely chopped",DISTINCT,medium,,,,,,"'Large' fixes size only; 'raw, peeled and deveined, finely chopped' fixes state and cut with size open — different axes, so neither subsumes the other."
human-reviewed,AUTO,seafood,large shrimp,shrimp,SUBSUMES,high,,shrimp,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
arbiter-resolved,AUTO,seafood,medium shrimp,"raw shrimp, peeled and deveined, finely chopped",DISTINCT,medium,,,,,,"'Medium' fixes size only; the other fixes processing state and cut with size open — qualified on different axes, neither contains the other."
human-reviewed,AUTO,seafood,medium shrimp,shrimp,SUBSUMES,high,,shrimp,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
ai-judged,AUTO,seafood,"raw shrimp, peeled and deveined, finely chopped",shrimp,SUBSUMES,high,,shrimp,,,,Bare 'shrimp' is the generic; raw peeled finely chopped shrimp is a specific prepared form of it.
ai-judged,AUTO,seafood,"salmon fillets, skin-on",skin-on salmon fillets,SYNONYM,high,,,,,,"Identical product, word order only."
